Date,Open,High,Low,Close,Volume,IndexClose,CVI,LTI,STI,VI,SecState,VWRS,VWRS_1wk,RS,GapDown,Thermostat,Days
2022-03-18,22.12762195394447,22.53379626609058,22.0923034004579,22.498476028442383,1159800,421.7864074707031,,,,,,,,,0,,
2022-03-21,22.46315883230683,22.480817268036326,22.19826208642369,22.27773094177246,1140900,421.6629943847656,78.0,,,3.0,,,,,0,,
2022-03-22,22.419008959560067,22.61326691373979,22.392520463380475,22.586776733398438,593300,426.59710693359375,79.0,,,3.0,,,,,0,,
2022-03-23,22.056981226908228,22.154110187754302,21.97751238333625,21.99517250061035,791500,421.1031494140625,86.0,,,3.0,,,,,1,,
2022-03-24,21.96868601550992,22.13645378947645,21.924537399069035,22.08347511291504,818500,427.4510498046875,85.0,,,3.0,,,,,0,,
2022-03-25,22.04815187405741,22.189429448449715,21.98634314578097,22.145280838012695,518300,429.53851318359375,84.0,,,3.0,,,,,0,,
2022-03-28,22.20709122836014,22.31305025916555,22.074643702974626,22.30422019958496,617000,432.5938720703125,83.0,,,3.0,,,,,0,,
2022-03-29,23.03709775222594,23.107736543019666,22.860499933160806,23.072416305541992,831200,437.94537353515625,94.0,,,4.0,,,,,0,,
2022-03-30,22.957627308186986,23.063586329101987,22.86049834602836,22.96645736694336,791700,435.2411804199219,93.0,,,4.0,,,,,0,,
2022-03-31,22.81635334394827,22.869332020701584,22.480817794799805,22.480817794799805,682300,428.542236328125,96.0,,,4.0,,,,,0,,
2022-04-01,22.772207055825564,22.816355676940603,22.58677914198614,22.789865493774414,650100,429.75677490234375,96.0,,,4.0,,,,,0,,
2022-04-04,22.52496580641783,22.73688217605644,22.507305687907547,22.710391998291016,572200,433.43829345703125,95.0,,,4.0,,,,,0,,
2022-04-05,22.895820846740914,22.97528969925074,22.683904468101943,22.719223022460938,873200,427.9634704589844,94.0,,,4.0,,,,,0,,
2022-04-06,22.507305191005305,22.666242885765733,22.36602761436527,22.542625427246094,871600,423.68408203125,93.0,,,4.0,,,,,1,,
2022-04-07,22.77220272687735,22.77220272687735,22.392518594482205,22.604434967041016,805300,425.8190002441406,92.0,,1.0,4.0,,,,,0,,
2022-04-08,22.67507443014358,22.834012135315135,22.62209575647362,22.73688316345215,670300,424.6803283691406,91.0,,1.0,4.0,,,,,0,,
2022-04-11,22.77220272687735,22.851669892945488,22.586774848287376,22.604434967041016,697500,417.4216613769531,90.0,,1.0,4.0,,,,,0,,
2022-04-12,22.657415813057625,22.736884670912204,22.401350803207595,22.445499420166016,598600,415.87493896484375,89.0,,1.0,4.0,,,,,0,,
2022-04-13,22.53379686575259,22.789861858869813,22.53379686575259,22.75454330444336,428100,420.63824462890625,89.0,,1.0,4.0,,,,,0,,
2022-04-14,22.816355676940603,22.931143102336865,22.639757824156572,22.789865493774414,604500,415.4006042480469,88.0,,1.0,4.0,,,,,0,,
2022-04-18,22.79869189676071,22.886990808985093,22.67507443014358,22.73688316345215,431000,415.5714111328125,87.0,,1.0,4.0,,,,,0,,
2022-04-19,22.683902374606646,22.922307225972087,22.683902374606646,22.91347885131836,374700,422.27978515625,86.0,,1.0,3.0,,,,,0,,
2022-04-20,23.15188247220931,23.187202705593073,22.957626241082874,23.04592514038086,414800,421.96661376953125,85.0,,1.0,3.0,,,,,0,,
2022-04-21,23.310822464132755,23.33731264179566,22.736882088062522,22.81635093688965,702900,415.6567687988281,85.0,,1.0,3.0,,,,,0,,
2022-04-22,22.913482321464155,22.913482321464155,22.463159358656547,22.480817794799805,535300,404.2514953613281,86.0,,1.0,3.0,,,,,0,,
2022-04-25,22.427837103631123,22.595604863136852,22.22475079084934,22.569114685058594,1142200,406.59515380859375,85.0,,4.0,3.0,,,,,0,,
2022-04-26,22.021664288367603,22.05698284133942,21.633150100708008,21.633150100708008,865400,394.81982421875,102.0,,4.0,4.0,,,,,1,,
2022-04-27,21.57134248976939,21.75676869186149,21.527192191060536,21.58900260925293,741200,395.9299621582031,100.0,,4.0,4.0,,,,,0,,
2022-04-28,21.677297229827868,21.933363879040567,21.491871050048868,21.90687370300293,617900,405.930908203125,101.0,,4.0,4.0,,,,,0,,
2022-04-29,21.995174930685167,22.083473842649646,21.66847114582675,21.69495964050293,866900,390.9295349121094,100.0,,4.0,4.0,,,,,0,,
2022-05-02,21.66847126051095,21.721449934305372,21.359425909080425,21.606660842895508,743200,393.2826843261719,99.0,,4.0,4.0,,,,,0,,
2022-05-03,21.977515209919193,22.03932394416644,21.853897741424692,21.968685150146484,733700,395.08551025390625,100.0,,4.0,4.0,,,,,0,,
2022-05-04,21.933365016562842,22.392517986725853,21.72144864975566,22.34836769104004,982000,407.1170349121094,101.0,,4.0,4.0,,,,,0,,
2022-05-05,21.906873423895387,21.9157034824621,21.39474181615636,21.580169677734375,693600,392.6469421386719,111.0,,4.0,4.0,,,,,0,,
2022-05-06,21.571340645997346,21.571340645997346,21.297615554045397,21.465381622314453,2402600,390.3032531738281,109.0,,4.0,4.0,,,,,0,,
2022-05-09,21.112188562790045,21.226977650239995,20.891442131406492,20.935590744018555,717500,377.80682373046875,113.0,,4.0,4.0,,,,,1,,
2022-05-10,21.279958181629198,21.297618301881794,20.909104077133488,21.05921173095703,986000,378.6798095703125,111.0,,4.0,4.0,,,,,0,,
2022-05-11,21.235808648014817,21.589004329176788,21.076872612486124,21.08570098876953,802200,372.66400146484375,110.0,,4.0,4.0,,,,,0,,
2022-05-12,20.882611596331078,21.05037935192596,20.60888649921638,20.785484313964844,1167300,372.2749328613281,110.0,,4.0,4.0,,,,,1,,
2022-05-13,21.02389014286295,21.315275371706534,21.00623170790399,21.279956817626953,442700,381.1752624511719,113.0,,4.0,4.0,,,,,0,,
2022-05-16,21.30644691889044,21.518364995995544,21.191659504273478,21.403575897216797,481300,379.6285705566406,111.0,,4.0,4.0,,,,,0,,
2022-05-17,21.800917350325896,21.933364868164062,21.712618443713268,21.933364868164062,1969200,387.4376525878906,115.0,,1.0,4.0,,,,,0,,
2022-05-18,21.880387844084584,21.942196578115286,21.562512430027617,21.58900260925293,720400,371.8194885253906,115.0,,1.0,4.0,,,,,0,,
2022-05-19,21.686126457088772,21.9775116456855,21.66846802456884,21.827404022216797,1434000,369.5422058105469,114.0,,1.0,4.0,,,,,0,,
2022-05-20,22.083476016520503,22.118794574286014,21.756770515339927,22.039325714111328,699200,369.70355224609375,113.0,,1.0,4.0,,,,,0,,
2022-05-23,22.33070888678368,22.59560391986148,22.31304876880208,22.577943801879883,1393300,376.6206970214844,116.0,,1.0,4.0,,,,,0,,
2022-05-24,22.675074159902046,22.957629328323236,22.622095486863486,22.87816047668457,905800,373.74566650390625,116.0,,1.0,4.0,,,,,0,,
2022-05-25,22.81634867587066,23.187202705593073,22.81634867587066,23.04592514038086,808900,377.0477600097656,115.0,,1.0,4.0,,,,,0,,
2022-05-26,23.196036034194254,23.381462233116757,23.187205974603422,23.310823440551758,550200,384.58160400390625,114.0,,1.0,4.0,,,,,0,,
2022-05-27,23.33731448828585,23.443271838997827,23.266675693090622,23.425613403320312,304100,394.02276611328125,113.0,,1.0,4.0,,,,,0,,
2022-05-31,23.222523856655297,23.31082276584625,23.11656651295544,23.178375244140625,724800,391.8119201660156,112.0,,1.0,4.0,,,,,0,,
2022-06-01,23.098910894065497,23.107740955120892,22.7015665673824,22.789865493774414,1373500,388.6427001953125,113.0,,1.0,4.0,,,,,1,,
2022-06-02,22.85167087153084,23.116567611694336,22.754543582549744,23.116567611694336,806800,396.0438537597656,113.0,,1.0,4.0,,,,,0,,
2022-06-03,22.834011885044664,22.948799290765074,22.80752170641919,22.89582061767578,626900,389.5441589355469,112.0,,1.0,4.0,,,,,0,,
2022-06-06,23.151886325903213,23.213696744613312,23.010608737174966,23.063589096069336,381300,390.73028564453125,111.0,,1.0,4.0,,,,,0,,
2022-06-07,23.010607330353512,23.257843937593258,22.975288777411606,23.231353759765625,461000,394.47821044921875,109.0,,1.0,4.0,,,,,0,,
2022-06-08,23.063590139284333,23.14305731289695,22.931140920219153,22.948801040649414,420800,390.1894226074219,109.0,,1.0,4.0,,,,,0,,
2022-06-09,22.690807684242216,22.75351394630286,22.27873698577656,22.29665184020996,588400,380.9095764160156,114.0,,1.0,4.0,,,,,1,,
2022-06-10,21.58000618127214,21.58000618127214,21.329179427004917,21.454593658447266,1721600,369.8648986816406,124.0,,4.0,4.0,,,,,1,,
2022-06-13,20.908151634616036,21.00669102733647,20.71107455779275,20.773780822753906,1084200,355.82177734375,130.0,,4.0,4.0,,,,,1,,
2022-06-14,20.737943370836685,20.81856618286647,20.26316648734709,20.433368682861328,1044300,354.74957275390625,130.0,,4.0,4.0,,,,,0,,
2022-06-15,20.85440257623622,21.042521361419336,20.513994714546563,20.890233993530273,932300,359.8070373535156,132.0,,4.0,4.0,,,,,0,,
2022-06-16,20.630449339006304,20.943980627490884,20.585657934496094,20.80065155029297,1185700,347.8988342285156,130.0,,4.0,4.0,,,,,0,,
2022-06-17,20.92606930515819,21.024606994472155,20.693159088258312,20.827529907226562,881200,348.64874267578125,128.0,,4.0,4.0,,,,,0,,
2022-06-21,21.13210350863767,21.16793492769693,21.006690979003906,21.006690979003906,550000,357.42547607421875,127.0,,4.0,4.0,,,,,0,,
2022-06-22,20.764821436099474,21.105227588614678,20.728988310246567,20.854402542114258,1120700,356.7774963378906,125.0,,4.0,4.0,,,,,0,,
2022-06-23,20.809612233904325,20.926068190459674,20.621493439093097,20.908151626586914,731500,360.2748718261719,123.0,,4.0,4.0,,,,,0,,
