Date,Open,High,Low,Close,Volume,IndexClose,CVI,LTI,STI,VI,SecState,VWRS,VWRS_1wk,RS,GapDown,Thermostat,Days
2023-11-17,61.93522615764532,62.0443724709977,61.69709218766848,61.905460357666016,1746900,444.7755126953125,,,,,,,,,0,,
2023-11-20,61.87569221755707,62.57025654301839,61.87569221755707,62.44126510620117,13290300,448.1991882324219,68.0,,,3.0,,,,,0,,
2023-11-21,62.332123395788315,62.431345256001414,62.16344547641179,62.391658782958984,2681600,447.222412109375,67.0,,,1.0,,,,,0,,
2023-11-22,62.550412580507505,62.81831613039282,62.32219928654693,62.560333251953125,1553000,448.9490661621094,67.0,,,1.0,,,,,0,,
2023-11-24,62.510722830899084,62.590103343391526,62.43134231840664,62.48095703125,579400,449.2253112792969,66.0,,,1.0,,,,,0,,
2023-11-27,62.431342795726266,62.55041356537529,62.31227581114844,62.40157699584961,4100900,448.416259765625,65.0,,,1.0,,,,,0,,
2023-11-28,62.302354068494466,62.63971367322469,62.24281868469344,62.42142105102539,3211800,448.86029052734375,64.0,,,1.0,,,,,0,,
2023-11-29,62.689329713283676,62.87785276642229,62.25274821834987,62.29243469238281,1346700,448.54449462890625,63.0,,,1.0,,,,,0,,
2023-11-30,62.431342795726266,62.461112380674116,61.964995529016775,62.40157699584961,1287400,450.3106689453125,62.0,,,1.0,,,,,0,,
2023-12-01,62.30235610085656,62.75878270300678,62.1832853293703,62.629791259765625,2529500,452.9746398925781,61.0,,,1.0,,,,,0,,
2023-12-04,62.17336027376883,62.24281632636951,61.845925137947226,62.18328094482422,2417600,450.5967712402344,61.0,,,1.0,,,,,0,,
2023-12-05,61.98484309997114,62.5801818313924,61.98484309997114,62.391658782958984,1822800,450.50799560546875,60.0,,,1.0,,,,,0,,
2023-12-06,62.699249139670236,62.709173596784844,61.99476408738741,62.034454345703125,1552900,448.69256591796875,60.0,,,1.0,,,,,0,,
2023-12-07,62.431343759026454,62.68932664550876,62.332121901192494,62.629791259765625,1234500,452.1162414550781,60.0,,,1.0,,,,,0,,
2023-12-08,62.451184988980934,62.91753601884451,62.44126431784535,62.877845764160156,1194300,454.0599670410156,60.0,,1.0,1.0,,,,,0,,
2023-12-11,62.6893246786556,62.977073356445835,62.590102823934686,62.947303771972656,1347300,455.8260803222656,59.0,,1.0,1.0,,,,,0,,
2023-12-12,62.84808134194252,63.274742126464844,62.7190899039292,63.274742126464844,1135400,457.9079284667969,58.0,,1.0,1.0,,,,,0,,
2023-12-13,63.26481871215811,64.058604910948,63.26481871215811,64.02883911132812,1881700,464.2225341796875,60.0,,1.0,1.0,,,,,0,,
2023-12-14,64.26697906486167,64.33643512715864,63.55257709701137,63.98915481567383,1896800,465.71240234375,59.0,,1.0,1.0,,,,,0,,
2023-12-15,63.82047688868736,64.15784031280333,63.80063554380667,63.98915481567383,1747400,464.9455871582031,58.0,,1.0,1.0,,,,,0,,
2023-12-18,64.13347821895742,64.68095002670529,64.09366139709556,64.52168273925781,1905300,467.5609436035156,58.0,,1.0,1.0,,,,,0,,
2023-12-19,64.62122858685372,64.8501734408796,64.55155103898204,64.83026123046875,1632100,470.4041442871094,58.0,,1.0,1.0,,,,,0,,
2023-12-20,64.82030349750995,65.14877897972501,63.974209343935755,63.99412155151367,2592100,463.8856201171875,60.0,,1.0,1.0,,,,,0,,
2023-12-21,64.53164227753989,64.72076269859555,64.14343773658003,64.66104125976562,1979400,468.28411865234375,60.0,,1.0,1.0,,,,,0,,
2023-12-22,64.84021415873968,64.92980391263264,64.4221488919933,64.70085906982422,1611200,469.2252502441406,60.0,,1.0,1.0,,,,,0,,
2023-12-26,64.80039438104923,65.00942700489632,64.77053366253999,64.88998413085938,1137700,471.2065734863281,59.0,,1.0,1.0,,,,-1.0,0,,
2023-12-27,64.90989144763165,65.05920264067686,64.78049246394328,64.99948120117188,1647100,472.0585632324219,58.0,,1.0,1.0,,,,-1.0,0,,
2023-12-28,65.14878428823552,65.22841793647186,64.93975165732715,64.97956848144531,1268100,472.2368469238281,57.0,,1.0,1.0,,,,-1.0,0,,
2023-12-29,65.00943143378841,65.08906508475985,64.46196717049632,64.76058197021484,2284000,470.8697509765625,56.0,,1.0,1.0,,,,-1.0,0,,
2024-01-02,64.13348527301719,64.2728403677203,63.33716773389828,63.72536849975586,2657600,468.23455810546875,60.0,,1.0,1.0,,,,-1.0,1,,
2024-01-03,63.34712209452737,63.53625012673125,63.118181031933645,63.18785858154297,1755600,464.4106750488281,60.0,,1.0,1.0,,,,-1.0,0,,
2024-01-04,63.02859388658727,63.44666297354484,62.809605136412266,62.82951354980469,2163200,462.91473388671875,60.0,,4.0,1.0,,,,-1.0,0,,
2024-01-05,62.88923645019531,63.317257829353814,62.68020381306436,62.88923645019531,1476900,463.5487976074219,59.0,,4.0,1.0,,,,-1.0,0,,
2024-01-08,63.08831858653494,64.24297997341654,63.08831858653494,64.20316314697266,2247800,470.1663818359375,64.0,,4.0,1.0,,,,-1.0,0,,
2024-01-09,63.84482367516388,64.51173847663019,63.75524150524318,64.38233947753906,1781800,469.453125,64.0,,4.0,1.0,,,,1.0,0,,
2024-01-10,64.46196568099859,65.1686972299034,64.46196568099859,65.00942993164062,2028000,472.1080627441406,64.0,,4.0,1.0,,,,1.0,0,,
2024-01-11,65.3180057169871,65.5469429559003,64.45200690570239,65.20851135253906,2202200,471.9000549316406,63.0,,1.0,1.0,,,,1.0,0,,
2024-01-12,65.30805918417373,65.46731890489572,65.02934897719757,65.28814697265625,1125900,472.2269287109375,62.0,,1.0,1.0,,,,1.0,0,,
2024-01-16,65.13884215922359,65.49718601710947,64.90989729668628,65.2383804321289,2190200,470.4932556152344,61.0,,1.0,1.0,,,,1.0,0,,
2024-01-17,64.80039511138902,64.95966240427657,64.332556931385,64.91984558105469,1871500,467.8779602050781,61.0,,1.0,1.0,,,,1.0,0,,
2024-01-18,65.43744905383879,65.88538261909567,65.20851181330791,65.84556579589844,4947100,472.0387268066406,63.0,,1.0,1.0,,,,1.0,0,,
2024-01-19,66.1740515282798,66.91064380107179,65.98492350912778,66.88078308105469,1980400,477.9232482910156,66.0,,1.0,1.0,,,,1.0,0,,
2024-01-22,67.1993060964942,67.38842651013834,66.92059593383345,67.03008270263672,2052300,478.9337158203125,65.0,,1.0,1.0,,,,1.0,0,,
2024-01-23,67.11967785568869,67.26898905321632,66.86087228625968,67.24907684326172,1523100,480.3305358886719,64.0,,1.0,1.0,,,,1.0,0,,
2024-01-24,67.76668991073417,68.24447664328063,67.5775618821978,67.63728332519531,1898900,480.8555908203125,63.0,,1.0,1.0,,,,1.0,0,,
2024-01-25,67.82640791112627,68.12503029952329,67.39838653804136,67.80650329589844,1871600,483.4709167480469,63.0,,1.0,1.0,,,,1.0,0,,
2024-01-26,67.65719553571661,67.965766450248,67.51784043920028,67.63728332519531,1400700,482.8567199707031,62.0,,1.0,1.0,,,,1.0,0,,
2024-01-29,67.74677248790829,68.37387796826663,67.66714643479894,68.35396575927734,1775400,486.68060302734375,62.0,,1.0,1.0,,,,1.0,0,,
